time,time_s,VCU_INV_Direction_Command,VCU_INV_Inverter_Discharge,VCU_INV_Inverter_Enable,VCU_INV_RollingCounter,VCU_INV_Speed_Command,VCU_INV_Speed_Mode_Enable,VCU_INV_Torque_Command,VCU_INV_Torque_Limit_Command
2026-08-22T22:21:30.374Z,2.638,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.385Z,2.649,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.406Z,2.67,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.406Z,2.67,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.417Z,2.681,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.437Z,2.701,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.437Z,2.701,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.448Z,2.712,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.468Z,2.732,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.468Z,2.732,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.479Z,2.743,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.500Z,2.764,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.500Z,2.764,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.511Z,2.775,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.531Z,2.795,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.531Z,2.795,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.542Z,2.806,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.563Z,2.827,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.563Z,2.827,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.573Z,2.837,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.594Z,2.858,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.594Z,2.858,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.605Z,2.869,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.625Z,2.889,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.625Z,2.889,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.636Z,2.9,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.657Z,2.921,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.657Z,2.921,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.668Z,2.932,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.674Z,2.938,0,0,0,2,0,0,0.0,0.0
